person_id,positive_neighbor_count,has_positive_neighbor,positive_component_id,positive_component_size,is_isolated_positive
39460,3,1,8,5,0
43002,4,1,8,5,0
78884,3,1,4,5,0
83681,3,1,8,5,0
86343,1,1,2,5,0
90911,3,1,5,5,0
127840,1,1,9,5,0
151803,1,1,3,5,0
172485,3,1,5,5,0
176787,1,1,5,5,0
177687,4,1,6,5,0
182812,2,1,4,5,0
202298,2,1,9,5,0
209530,2,1,7,5,0
223338,3,1,0,5,0
268424,3,1,0,5,0
270622,1,1,1,5,0
278293,3,1,5,5,0
311381,1,1,1,5,0
375889,1,1,3,5,0
400850,1,1,2,5,0
406646,3,1,1,5,0
416908,1,1,3,5,0
441985,2,1,0,5,0
448473,1,1,1,5,0
464759,2,1,6,5,0
498244,3,1,4,5,0
505968,2,1,6,5,0
507039,1,1,4,5,0
523867,4,1,3,5,0
551646,4,1,7,5,0
572536,1,1,9,5,0
594457,1,1,7,5,0
595586,2,1,1,5,0
597379,1,1,0,5,0
659723,1,1,2,5,0
670826,3,1,2,5,0
674114,1,1,7,5,0
679496,2,1,2,5,0
758511,2,1,5,5,0
766719,4,1,8,5,0
828896,2,1,6,5,0
859737,4,1,8,5,0
904466,3,1,4,5,0
910764,4,1,9,5,0
925591,1,1,0,5,0
929880,2,1,9,5,0
934847,2,1,7,5,0
956111,1,1,3,5,0
962877,4,1,6,5,0
